"Time","Total Traffic Rate"
2026-08-20 17:06:20,228940
2026-08-20 17:06:40,143352
2026-08-20 17:07:00,101729
2026-08-20 17:07:20,60600
2026-08-20 17:07:40,49850
2026-08-20 17:08:00,52898
2026-08-20 17:08:20,56916
2026-08-20 17:08:40,67849
2026-08-20 17:09:00,74055
2026-08-20 17:09:20,79354
2026-08-20 17:09:40,87051
2026-08-20 17:10:00,89449
2026-08-20 17:10:20,90883
2026-08-20 17:10:40,91347
2026-08-20 17:11:00,91349
2026-08-20 17:11:20,91348
2026-08-20 17:11:40,91349
2026-08-20 17:12:00,91350
2026-08-20 17:12:20,91349
2026-08-20 17:12:40,91349
2026-08-20 17:13:00,91350
2026-08-20 17:13:20,91348
2026-08-20 17:13:40,91347
2026-08-20 17:14:00,91349
2026-08-20 17:14:20,91349
2026-08-20 17:14:40,91348
2026-08-20 17:15:00,91349
2026-08-20 17:15:20,91349
2026-08-20 17:15:40,91348
2026-08-20 17:16:00,91348
2026-08-20 17:16:20,91346
2026-08-20 17:16:40,90709
2026-08-20 17:17:00,84294
2026-08-20 17:17:20,77878
2026-08-20 17:17:40,65047
2026-08-20 17:18:00,58632
2026-08-20 17:18:20,52215
2026-08-20 17:18:40,46438
2026-08-20 17:19:00,46437
2026-08-20 17:19:20,46438
2026-08-20 17:19:40,46437
2026-08-20 17:20:00,46438
2026-08-20 17:20:20,46438
2026-08-20 17:20:40,46438
2026-08-20 17:21:00,46437
2026-08-20 17:21:20,46437
2026-08-20 17:21:40,46437
2026-08-20 17:22:00,46437
2026-08-20 17:22:20,46438
2026-08-20 17:22:40,46438
2026-08-20 17:23:00,46437
2026-08-20 17:23:20,46438
2026-08-20 17:23:40,148362
2026-08-20 17:24:00,252874
2026-08-20 17:24:20,354884
2026-08-20 17:24:40,559287
2026-08-20 17:25:00,662850
2026-08-20 17:25:20,761117
2026-08-20 17:25:40,761227
2026-08-20 17:26:00,760780
2026-08-20 17:26:20,758890
2026-08-20 17:26:40,755044
2026-08-20 17:27:00,753202
2026-08-20 17:27:20,753827
2026-08-20 17:27:40,753408
2026-08-20 17:28:00,753568
2026-08-20 17:28:20,753563
2026-08-20 17:28:40,753277
2026-08-20 17:29:00,753583
2026-08-20 17:29:20,753284
2026-08-20 17:29:40,753392
2026-08-20 17:30:00,753700
2026-08-20 17:30:20,754897
2026-08-20 17:30:40,753840
2026-08-20 17:31:00,753938
2026-08-20 17:31:20,754171
2026-08-20 17:31:40,754271
2026-08-20 17:32:00,753267
2026-08-20 17:32:20,753255
2026-08-20 17:32:40,753578
2026-08-20 17:33:00,753716
2026-08-20 17:33:20,753387
2026-08-20 17:33:40,757634
2026-08-20 17:34:00,763418
2026-08-20 17:34:20,769731
2026-08-20 17:34:40,786044
2026-08-20 17:35:00,795318
2026-08-20 17:35:20,804587
2026-08-20 17:35:40,814513
2026-08-20 17:36:00,817173
2026-08-20 17:36:20,819096
2026-08-20 17:36:40,820929
2026-08-20 17:37:00,821959
2026-08-20 17:37:20,821949
2026-08-20 17:37:40,822318
2026-08-20 17:38:00,822345
2026-08-20 17:38:20,822619
2026-08-20 17:38:40,821877
2026-08-20 17:39:00,821915
2026-08-20 17:39:20,821876
2026-08-20 17:39:40,822442
2026-08-20 17:40:00,821978
2026-08-20 17:40:20,822514
2026-08-20 17:40:40,822992
2026-08-20 17:41:00,823182
2026-08-20 17:41:20,822837
2026-08-20 17:41:40,823210
2026-08-20 17:42:00,823251
2026-08-20 17:42:20,823160
2026-08-20 17:42:40,822573
2026-08-20 17:43:00,823025
2026-08-20 17:43:20,822625
2026-08-20 17:43:40,819221
2026-08-20 17:44:00,809203
2026-08-20 17:44:20,787918
2026-08-20 17:44:40,728177
2026-08-20 17:45:00,691463
2026-08-20 17:45:20,650110
2026-08-20 17:45:40,578444
2026-08-20 17:46:00,558002
2026-08-20 17:46:20,543374
2026-08-20 17:46:40,528895
2026-08-20 17:47:00,528590
2026-08-20 17:47:20,529002
2026-08-20 17:47:40,529135
2026-08-20 17:48:00,529253
2026-08-20 17:48:20,529244
2026-08-20 17:48:40,528760
2026-08-20 17:49:00,528898
2026-08-20 17:49:20,529087
2026-08-20 17:49:40,529699
2026-08-20 17:50:00,530185
2026-08-20 17:50:20,528401
2026-08-20 17:50:40,524401
2026-08-20 17:51:00,523081
2026-08-20 17:51:20,521103
2026-08-20 17:51:40,516246
2026-08-20 17:52:00,516849
2026-08-20 17:52:20,512615
2026-08-20 17:52:40,516854
2026-08-20 17:53:00,516700
2026-08-20 17:53:20,516952
2026-08-20 17:53:40,516113
2026-08-20 17:54:00,516312
2026-08-20 17:54:20,520430
2026-08-20 17:54:40,526631
2026-08-20 17:55:00,524342
2026-08-20 17:55:20,521070
2026-08-20 17:55:40,508063
2026-08-20 17:56:00,497138
2026-08-20 17:56:20,480636
2026-08-20 17:56:40,473352
2026-08-20 17:57:00,470296
2026-08-20 17:57:20,469304
2026-08-20 17:57:40,468837
2026-08-20 17:58:00,468634
2026-08-20 17:58:20,468565
2026-08-20 17:58:40,467933
2026-08-20 17:59:00,467889
2026-08-20 17:59:20,467970
2026-08-20 17:59:40,468429
2026-08-20 18:00:00,468335
2026-08-20 18:00:20,468429
2026-08-20 18:00:40,468763
2026-08-20 18:01:00,469013
2026-08-20 18:01:20,468654
2026-08-20 18:01:40,468824
2026-08-20 18:02:00,469103
2026-08-20 18:02:20,469100
2026-08-20 18:02:40,469235
2026-08-20 18:03:00,469240
2026-08-20 18:03:20,469254
2026-08-20 18:03:40,468796
2026-08-20 18:04:00,468413
2026-08-20 18:04:20,468101
2026-08-20 18:04:40,469475
2026-08-20 18:05:00,471111
2026-08-20 18:05:20,473200
2026-08-20 18:05:40,479189
2026-08-20 18:06:00,483050
2026-08-20 18:06:20,486076
2026-08-20 18:06:40,490705
2026-08-20 18:07:00,492082
2026-08-20 18:07:20,492609
2026-08-20 18:07:40,493081
2026-08-20 18:08:00,493496
2026-08-20 18:08:20,493491
2026-08-20 18:08:40,494050
2026-08-20 18:09:00,494432
2026-08-20 18:09:20,494660
2026-08-20 18:09:40,493986
2026-08-20 18:10:00,493909
2026-08-20 18:10:20,493721
2026-08-20 18:10:40,493704
2026-08-20 18:11:00,493830
2026-08-20 18:11:20,493982
2026-08-20 18:11:40,494102
2026-08-20 18:12:00,494173
2026-08-20 18:12:20,494003
2026-08-20 18:12:40,493883
2026-08-20 18:13:00,494038
2026-08-20 18:13:20,494143
2026-08-20 18:13:40,493983
2026-08-20 18:14:00,494062
2026-08-20 18:14:20,494064
2026-08-20 18:14:40,495237
2026-08-20 18:15:00,495997
2026-08-20 18:15:20,497530
2026-08-20 18:15:40,501050
2026-08-20 18:16:00,503381
2026-08-20 18:16:20,505169
2026-08-20 18:16:40,506897
2026-08-20 18:17:00,507443
2026-08-20 18:17:20,507520
2026-08-20 18:17:40,507532
2026-08-20 18:18:00,507520
2026-08-20 18:18:20,507146
2026-08-20 18:18:40,507473
2026-08-20 18:19:00,507498
2026-08-20 18:19:20,507376
2026-08-20 18:19:40,506954
2026-08-20 18:20:00,506920
2026-08-20 18:20:20,506710
2026-08-20 18:20:40,507481
2026-08-20 18:21:00,507525
2026-08-20 18:21:20,507417
2026-08-20 18:21:40,507667
2026-08-20 18:22:00,507470
2026-08-20 18:22:20,506977
2026-08-20 18:22:40,506433
2026-08-20 18:23:00,506636
2026-08-20 18:23:20,506744
2026-08-20 18:23:40,507208
2026-08-20 18:24:00,507305
2026-08-20 18:24:20,507436
2026-08-20 18:24:40,507781
2026-08-20 18:25:00,509842
2026-08-20 18:25:20,512090
2026-08-20 18:25:40,511393
2026-08-20 18:26:00,509004
2026-08-20 18:26:20,505436
2026-08-20 18:26:40,494103
2026-08-20 18:27:00,487459
2026-08-20 18:27:20,482573
2026-08-20 18:27:40,477560
2026-08-20 18:28:00,476758
2026-08-20 18:28:20,476818
2026-08-20 18:28:40,477044
2026-08-20 18:29:00,477055
2026-08-20 18:29:20,476964
2026-08-20 18:29:40,477037
2026-08-20 18:30:00,477051
2026-08-20 18:30:20,477028
2026-08-20 18:30:40,477225
2026-08-20 18:31:00,476965
2026-08-20 18:31:20,477097
2026-08-20 18:31:40,476726
2026-08-20 18:32:00,476921
2026-08-20 18:32:20,476921
2026-08-20 18:32:40,477224
2026-08-20 18:33:00,477037
2026-08-20 18:33:20,477242
2026-08-20 18:33:40,477384
2026-08-20 18:34:00,477175
2026-08-20 18:34:20,477423
2026-08-20 18:34:40,477110
2026-08-20 18:35:00,477112
2026-08-20 18:35:20,477273
2026-08-20 18:35:40,480600
2026-08-20 18:36:00,483143
2026-08-20 18:36:20,487172
2026-08-20 18:36:40,497082
2026-08-20 18:37:00,502722
2026-08-20 18:37:20,506919
2026-08-20 18:37:40,513986
2026-08-20 18:38:00,517194
2026-08-20 18:38:20,520779
2026-08-20 18:38:40,525849
2026-08-20 18:39:00,527131
2026-08-20 18:39:20,527439
2026-08-20 18:39:40,525478
2026-08-20 18:40:00,523551
2026-08-20 18:40:20,520896
2026-08-20 18:40:40,518414
2026-08-20 18:41:00,518311
2026-08-20 18:41:20,518640
2026-08-20 18:41:40,518587
2026-08-20 18:42:00,518975
2026-08-20 18:42:20,518751
2026-08-20 18:42:40,519207
2026-08-20 18:43:00,519315
2026-08-20 18:43:20,519121
2026-08-20 18:43:40,519291
2026-08-20 18:44:00,519246
2026-08-20 18:44:20,519104
2026-08-20 18:44:40,518272
2026-08-20 18:45:00,517993
2026-08-20 18:45:20,518111
2026-08-20 18:45:40,518837
2026-08-20 18:46:00,519776
2026-08-20 18:46:20,521157
2026-08-20 18:46:40,524096
2026-08-20 18:47:00,524570
2026-08-20 18:47:20,524888
2026-08-20 18:47:40,524730
2026-08-20 18:48:00,524249
2026-08-20 18:48:20,523544
2026-08-20 18:48:40,523620
2026-08-20 18:49:00,524174
2026-08-20 18:49:20,523866
2026-08-20 18:49:40,523994
2026-08-20 18:50:00,524017
2026-08-20 18:50:20,523752
2026-08-20 18:50:40,523313
2026-08-20 18:51:00,523387
2026-08-20 18:51:20,523367
2026-08-20 18:51:40,522918
2026-08-20 18:52:00,522920
2026-08-20 18:52:20,523109
2026-08-20 18:52:40,523427
2026-08-20 18:53:00,523945
2026-08-20 18:53:20,523684
2026-08-20 18:53:40,524038
2026-08-20 18:54:00,524102
2026-08-20 18:54:20,524039
2026-08-20 18:54:40,523813
2026-08-20 18:55:00,524362
2026-08-20 18:55:20,524783
2026-08-20 18:55:40,525441
2026-08-20 18:56:00,525708
2026-08-20 18:56:20,524403
2026-08-20 18:56:40,517594
2026-08-20 18:57:00,512816
2026-08-20 18:57:20,507269
2026-08-20 18:57:40,492848
2026-08-20 18:58:00,486023
2026-08-20 18:58:20,481407
2026-08-20 18:58:40,473133
2026-08-20 18:59:00,470365
2026-08-20 18:59:20,468297
2026-08-20 18:59:40,467677
2026-08-20 19:00:00,467326
2026-08-20 19:00:20,467203
2026-08-20 19:00:40,467082
2026-08-20 19:01:00,467244
2026-08-20 19:01:20,467449
2026-08-20 19:01:40,467769
2026-08-20 19:02:00,467841
2026-08-20 19:02:20,468034
2026-08-20 19:02:40,468026
2026-08-20 19:03:00,468112
2026-08-20 19:03:20,468100
2026-08-20 19:03:40,467793
2026-08-20 19:04:00,467499
2026-08-20 19:04:20,467976
2026-08-20 19:04:40,468111
2026-08-20 19:05:00,467892
2026-08-20 19:05:20,467969
2026-08-20 19:05:40,467595
2026-08-20 19:06:00,467735
2026-08-20 19:06:20,469174
2026-08-20 19:06:40,475438
2026-08-20 19:07:00,479771
2026-08-20 19:07:20,485483
2026-08-20 19:07:40,497563
2026-08-20 19:08:00,502533
2026-08-20 19:08:20,506399
2026-08-20 19:08:40,511656
2026-08-20 19:09:00,512643
2026-08-20 19:09:20,513148
2026-08-20 19:09:40,513666
2026-08-20 19:10:00,514200
2026-08-20 19:10:20,514352
2026-08-20 19:10:40,513973
2026-08-20 19:11:00,513812
2026-08-20 19:11:20,514209
2026-08-20 19:11:40,513738
2026-08-20 19:12:00,513404
2026-08-20 19:12:20,513310
2026-08-20 19:12:40,513518
2026-08-20 19:13:00,513328
2026-08-20 19:13:20,512996
2026-08-20 19:13:40,513414
2026-08-20 19:14:00,513416
2026-08-20 19:14:20,513070
2026-08-20 19:14:40,512648
2026-08-20 19:15:00,512453
2026-08-20 19:15:20,512121
2026-08-20 19:15:40,511713
2026-08-20 19:16:00,511702
2026-08-20 19:16:20,511959
2026-08-20 19:16:40,515352
2026-08-20 19:17:00,517006
2026-08-20 19:17:20,519433
2026-08-20 19:17:40,523679
2026-08-20 19:18:00,525243
2026-08-20 19:18:20,526182
2026-08-20 19:18:40,527428
2026-08-20 19:19:00,526866
2026-08-20 19:19:20,526937
2026-08-20 19:19:40,527104
2026-08-20 19:20:00,526547
2026-08-20 19:20:20,526258
2026-08-20 19:20:40,526376
2026-08-20 19:21:00,526497
2026-08-20 19:21:20,526609
2026-08-20 19:21:40,526619
2026-08-20 19:22:00,526410
2026-08-20 19:22:20,526660
2026-08-20 19:22:40,527224
2026-08-20 19:23:00,527039
2026-08-20 19:23:20,527087
2026-08-20 19:23:40,527812
2026-08-20 19:24:00,527762
2026-08-20 19:24:20,527279
2026-08-20 19:24:40,527532
2026-08-20 19:25:00,527657
2026-08-20 19:25:20,526838
2026-08-20 19:25:40,526981
2026-08-20 19:26:00,527149
2026-08-20 19:26:20,526978
2026-08-20 19:26:40,533252
2026-08-20 19:27:00,537479
2026-08-20 19:27:20,537801
2026-08-20 19:27:40,532658
2026-08-20 19:28:00,527353
2026-08-20 19:28:20,517634
2026-08-20 19:28:40,496085
2026-08-20 19:29:00,488988
2026-08-20 19:29:20,483671
2026-08-20 19:29:40,478841
2026-08-20 19:30:00,479042
2026-08-20 19:30:20,478969
2026-08-20 19:30:40,479555
2026-08-20 19:31:00,479518
2026-08-20 19:31:20,479604
2026-08-20 19:31:40,479531
2026-08-20 19:32:00,479637
2026-08-20 19:32:20,479683
2026-08-20 19:32:40,478475
2026-08-20 19:33:00,478361
2026-08-20 19:33:20,478417
2026-08-20 19:33:40,478263
2026-08-20 19:34:00,478540
2026-08-20 19:34:20,478958
2026-08-20 19:34:40,479438
2026-08-20 19:35:00,479702
2026-08-20 19:35:20,479933
2026-08-20 19:35:40,480101
2026-08-20 19:36:00,479728
2026-08-20 19:36:20,479482
2026-08-20 19:36:40,479713
2026-08-20 19:37:00,481205
2026-08-20 19:37:20,485392
2026-08-20 19:37:40,497249
2026-08-20 19:38:00,504970
2026-08-20 19:38:20,513351
2026-08-20 19:38:40,529573
2026-08-20 19:39:00,534679
2026-08-20 19:39:20,538969
2026-08-20 19:39:40,543970
2026-08-20 19:40:00,545191
2026-08-20 19:40:20,546177
2026-08-20 19:40:40,547036
2026-08-20 19:41:00,546859
2026-08-20 19:41:20,546051
2026-08-20 19:41:40,544900
2026-08-20 19:42:00,544264
2026-08-20 19:42:20,544011
2026-08-20 19:42:40,542536
2026-08-20 19:43:00,542993
2026-08-20 19:43:20,544184
2026-08-20 19:43:40,544117
2026-08-20 19:44:00,543669
2026-08-20 19:44:20,545210
2026-08-20 19:44:40,544284
2026-08-20 19:45:00,542996
2026-08-20 19:45:20,543404
2026-08-20 19:45:40,541790
2026-08-20 19:46:00,540748
2026-08-20 19:46:20,541154
2026-08-20 19:46:40,540792
2026-08-20 19:47:00,541547
2026-08-20 19:47:20,542023
2026-08-20 19:47:40,543086
2026-08-20 19:48:00,541250
2026-08-20 19:48:20,539315
2026-08-20 19:48:40,534617
2026-08-20 19:49:00,532350
2026-08-20 19:49:20,529385
2026-08-20 19:49:40,528035
2026-08-20 19:50:00,527676
2026-08-20 19:50:20,527359
2026-08-20 19:50:40,526757
2026-08-20 19:51:00,526758
2026-08-20 19:51:20,527073
2026-08-20 19:51:40,527640
2026-08-20 19:52:00,527787
2026-08-20 19:52:20,527702
2026-08-20 19:52:40,527278
2026-08-20 19:53:00,527020
2026-08-20 19:53:20,526805
2026-08-20 19:53:40,526735
2026-08-20 19:54:00,526587
2026-08-20 19:54:20,526771
2026-08-20 19:54:40,527158
2026-08-20 19:55:00,527318
2026-08-20 19:55:20,527710
2026-08-20 19:55:40,527387
2026-08-20 19:56:00,527536
2026-08-20 19:56:20,527317
2026-08-20 19:56:40,527287
2026-08-20 19:57:00,527128
2026-08-20 19:57:20,527422
2026-08-20 19:57:40,531073
2026-08-20 19:58:00,532928
2026-08-20 19:58:20,533163
2026-08-20 19:58:40,528581
2026-08-20 19:59:00,522598
2026-08-20 19:59:20,515464
2026-08-20 19:59:40,500725
2026-08-20 20:00:00,495416
2026-08-20 20:00:20,491669
2026-08-20 20:00:40,489306
2026-08-20 20:01:00,489642
2026-08-20 20:01:20,489651
2026-08-20 20:01:40,489907
2026-08-20 20:02:00,490136
2026-08-20 20:02:20,490948
2026-08-20 20:02:40,491566
2026-08-20 20:03:00,491775
2026-08-20 20:03:20,491871
2026-08-20 20:03:40,492192
2026-08-20 20:04:00,491888
2026-08-20 20:04:20,492114
2026-08-20 20:04:40,492087
2026-08-20 20:05:00,491956
2026-08-20 20:05:20,492040
2026-08-20 20:05:40,491732
2026-08-20 20:06:00,491428
2026-08-20 20:06:20,491339
2026-08-20 20:06:40,491070
2026-08-20 20:07:00,491118
2026-08-20 20:07:20,491068
2026-08-20 20:07:40,493721
2026-08-20 20:08:00,496116
2026-08-20 20:08:20,499003
2026-08-20 20:08:40,506243
2026-08-20 20:09:00,510426
2026-08-20 20:09:20,514999
2026-08-20 20:09:40,519884
2026-08-20 20:10:00,521892
2026-08-20 20:10:20,523216
2026-08-20 20:10:40,525110
2026-08-20 20:11:00,525417
2026-08-20 20:11:20,525462
2026-08-20 20:11:40,525947
2026-08-20 20:12:00,526223
2026-08-20 20:12:20,526202
2026-08-20 20:12:40,526323
2026-08-20 20:13:00,526496
2026-08-20 20:13:20,526765
2026-08-20 20:13:40,526923
2026-08-20 20:14:00,527149
2026-08-20 20:14:20,527193
2026-08-20 20:14:40,527235
2026-08-20 20:15:00,527131
2026-08-20 20:15:20,526797
2026-08-20 20:15:40,526430
2026-08-20 20:16:00,526513
2026-08-20 20:16:20,526405
2026-08-20 20:16:40,526628
2026-08-20 20:17:00,526659
2026-08-20 20:17:20,526639
2026-08-20 20:17:40,526700
2026-08-20 20:18:00,527105
2026-08-20 20:18:20,528054
2026-08-20 20:18:40,531813
2026-08-20 20:19:00,534501
2026-08-20 20:19:20,537472
2026-08-20 20:19:40,544550
2026-08-20 20:20:00,547143
2026-08-20 20:20:20,549216
2026-08-20 20:20:40,551931
2026-08-20 20:21:00,552654
2026-08-20 20:21:20,552838
2026-08-20 20:21:40,552595
2026-08-20 20:22:00,552704
2026-08-20 20:22:20,552504
2026-08-20 20:22:40,552283
2026-08-20 20:23:00,552193
2026-08-20 20:23:20,552063
2026-08-20 20:23:40,551852
2026-08-20 20:24:00,551840
2026-08-20 20:24:20,551738
2026-08-20 20:24:40,551214
2026-08-20 20:25:00,551382
2026-08-20 20:25:20,551436
2026-08-20 20:25:40,551597
2026-08-20 20:26:00,551745
2026-08-20 20:26:20,551884
2026-08-20 20:26:40,552211
2026-08-20 20:27:00,552232
2026-08-20 20:27:20,551978
2026-08-20 20:27:40,552141
2026-08-20 20:28:00,552460
2026-08-20 20:28:20,552264
2026-08-20 20:28:40,552244
2026-08-20 20:29:00,552687
2026-08-20 20:29:20,552310
2026-08-20 20:29:40,552281
2026-08-20 20:30:00,552528
2026-08-20 20:30:20,552213
2026-08-20 20:30:40,552121
2026-08-20 20:31:00,555917
2026-08-20 20:31:20,552027
2026-08-20 20:31:40,551447
2026-08-20 20:32:00,551823
2026-08-20 20:32:20,551868
2026-08-20 20:32:40,548232
2026-08-20 20:33:00,551726
2026-08-20 20:33:20,552051
2026-08-20 20:33:40,551826
2026-08-20 20:34:00,551766
2026-08-20 20:34:20,551808
2026-08-20 20:34:40,551537
2026-08-20 20:35:00,551539
2026-08-20 20:35:20,551857
2026-08-20 20:35:40,551929
2026-08-20 20:36:00,551930
2026-08-20 20:36:20,552128
2026-08-20 20:36:40,551821
2026-08-20 20:37:00,551541
2026-08-20 20:37:20,551783
2026-08-20 20:37:40,551224
2026-08-20 20:38:00,550957
