"Time","Total Traffic Rate"
2026-08-20 17:52:00,74565
2026-08-20 17:52:20,74776
2026-08-20 17:52:40,74743
2026-08-20 17:53:00,74614
2026-08-20 17:53:20,74628
2026-08-20 17:53:40,74594
2026-08-20 17:54:00,74472
2026-08-20 17:54:20,75404
2026-08-20 17:54:40,76472
2026-08-20 17:55:00,78794
2026-08-20 17:55:20,80420
2026-08-20 17:55:40,79859
2026-08-20 17:56:00,79313
2026-08-20 17:56:20,77054
2026-08-20 17:56:40,74254
2026-08-20 17:57:00,72360
2026-08-20 17:57:20,71514
2026-08-20 17:57:40,71109
2026-08-20 17:58:00,70759
2026-08-20 17:58:20,70461
2026-08-20 17:58:40,70389
2026-08-20 17:59:00,70306
2026-08-20 17:59:20,70387
2026-08-20 17:59:40,70373
2026-08-20 18:00:00,70249
2026-08-20 18:00:20,70157
2026-08-20 18:00:40,70194
2026-08-20 18:01:00,70285
2026-08-20 18:01:20,70189
2026-08-20 18:01:40,70250
2026-08-20 18:02:00,70347
2026-08-20 18:02:20,70451
2026-08-20 18:02:40,70436
2026-08-20 18:03:00,70536
2026-08-20 18:03:20,70516
2026-08-20 18:03:40,70462
2026-08-20 18:04:00,70393
2026-08-20 18:04:20,70323
2026-08-20 18:04:40,70908
2026-08-20 18:05:00,72150
2026-08-20 18:05:20,75798
2026-08-20 18:05:40,78434
2026-08-20 18:06:00,81382
2026-08-20 18:06:20,87281
2026-08-20 18:06:40,89409
2026-08-20 18:07:00,91296
2026-08-20 18:07:20,93418
2026-08-20 18:07:40,93800
2026-08-20 18:08:00,93928
2026-08-20 18:08:20,94211
2026-08-20 18:08:40,94043
2026-08-20 18:09:00,94012
2026-08-20 18:09:20,93930
2026-08-20 18:09:40,93809
2026-08-20 18:10:00,93641
2026-08-20 18:10:20,93575
2026-08-20 18:10:40,93379
2026-08-20 18:11:00,93285
2026-08-20 18:11:20,93645
2026-08-20 18:11:40,93670
2026-08-20 18:12:00,93557
2026-08-20 18:12:20,93743
2026-08-20 18:12:40,93840
2026-08-20 18:13:00,93605
2026-08-20 18:13:20,93853
2026-08-20 18:13:40,93849
2026-08-20 18:14:00,93630
2026-08-20 18:14:20,93816
2026-08-20 18:14:40,93979
2026-08-20 18:15:00,94186
2026-08-20 18:15:20,95854
2026-08-20 18:15:40,96993
2026-08-20 18:16:00,98237
2026-08-20 18:16:20,100426
2026-08-20 18:16:40,101247
2026-08-20 18:17:00,101640
2026-08-20 18:17:20,102249
2026-08-20 18:17:40,102299
2026-08-20 18:18:00,102189
2026-08-20 18:18:20,102181
2026-08-20 18:18:40,102187
2026-08-20 18:19:00,102261
2026-08-20 18:19:20,102160
2026-08-20 18:19:40,102096
2026-08-20 18:20:00,102154
2026-08-20 18:20:20,102082
2026-08-20 18:20:40,102083
2026-08-20 18:21:00,102067
2026-08-20 18:21:20,102016
2026-08-20 18:21:40,102100
2026-08-20 18:22:00,102088
2026-08-20 18:22:20,101882
2026-08-20 18:22:40,101879
2026-08-20 18:23:00,101901
2026-08-20 18:23:20,101809
2026-08-20 18:23:40,101917
2026-08-20 18:24:00,102037
2026-08-20 18:24:20,102128
2026-08-20 18:24:40,102259
2026-08-20 18:25:00,100958
2026-08-20 18:25:20,93690
2026-08-20 18:25:40,91128
2026-08-20 18:26:00,87746
2026-08-20 18:26:20,78107
2026-08-20 18:26:40,74113
2026-08-20 18:27:00,72826
2026-08-20 18:27:20,68539
2026-08-20 18:27:40,66702
2026-08-20 18:28:00,65951
2026-08-20 18:28:20,66245
2026-08-20 18:28:40,66191
2026-08-20 18:29:00,66092
2026-08-20 18:29:20,65859
2026-08-20 18:29:40,65734
2026-08-20 18:30:00,65605
2026-08-20 18:30:20,65534
2026-08-20 18:30:40,65493
2026-08-20 18:31:00,65434
2026-08-20 18:31:20,65566
2026-08-20 18:31:40,65496
2026-08-20 18:32:00,65443
2026-08-20 18:32:20,65537
2026-08-20 18:32:40,65573
2026-08-20 18:33:00,65673
2026-08-20 18:33:20,65730
2026-08-20 18:33:40,65764
2026-08-20 18:34:00,65714
2026-08-20 18:34:20,65707
2026-08-20 18:34:40,65629
2026-08-20 18:35:00,65654
2026-08-20 18:35:20,66109
2026-08-20 18:35:40,67192
2026-08-20 18:36:00,68703
2026-08-20 18:36:20,73079
2026-08-20 18:36:40,75924
2026-08-20 18:37:00,79039
2026-08-20 18:37:20,83905
2026-08-20 18:37:40,85639
2026-08-20 18:38:00,86939
2026-08-20 18:38:20,89062
2026-08-20 18:38:40,89464
2026-08-20 18:39:00,89604
2026-08-20 18:39:20,89674
2026-08-20 18:39:40,89726
2026-08-20 18:40:00,89239
2026-08-20 18:40:20,88567
2026-08-20 18:40:40,88287
2026-08-20 18:41:00,88163
2026-08-20 18:41:20,88399
2026-08-20 18:41:40,88371
2026-08-20 18:42:00,88409
2026-08-20 18:42:20,88324
2026-08-20 18:42:40,88355
2026-08-20 18:43:00,88344
2026-08-20 18:43:20,88298
2026-08-20 18:43:40,88280
2026-08-20 18:44:00,88389
2026-08-20 18:44:20,88306
2026-08-20 18:44:40,88191
2026-08-20 18:45:00,88011
2026-08-20 18:45:20,87813
2026-08-20 18:45:40,88091
2026-08-20 18:46:00,88751
2026-08-20 18:46:20,91049
2026-08-20 18:46:40,92267
2026-08-20 18:47:00,93495
2026-08-20 18:47:20,95313
2026-08-20 18:47:40,95831
2026-08-20 18:48:00,95998
2026-08-20 18:48:20,95863
2026-08-20 18:48:40,95816
2026-08-20 18:49:00,95954
2026-08-20 18:49:20,95922
2026-08-20 18:49:40,95948
2026-08-20 18:50:00,95884
2026-08-20 18:50:20,95883
2026-08-20 18:50:40,95820
2026-08-20 18:51:00,95770
2026-08-20 18:51:20,95624
2026-08-20 18:51:40,95665
2026-08-20 18:52:00,95664
2026-08-20 18:52:20,95876
2026-08-20 18:52:40,96103
2026-08-20 18:53:00,96237
2026-08-20 18:53:20,96143
2026-08-20 18:53:40,96179
2026-08-20 18:54:00,96112
2026-08-20 18:54:20,96018
2026-08-20 18:54:40,96024
2026-08-20 18:55:00,96287
2026-08-20 18:55:20,96273
2026-08-20 18:55:40,95600
2026-08-20 18:56:00,92579
2026-08-20 18:56:20,87284
2026-08-20 18:56:40,84485
2026-08-20 18:57:00,80542
2026-08-20 18:57:20,71013
2026-08-20 18:57:40,68683
2026-08-20 18:58:00,66176
2026-08-20 18:58:20,60030
2026-08-20 18:58:40,58471
2026-08-20 18:59:00,58059
2026-08-20 18:59:20,57667
2026-08-20 18:59:40,57658
2026-08-20 19:00:00,57619
2026-08-20 19:00:20,57469
2026-08-20 19:00:40,57333
2026-08-20 19:01:00,57310
2026-08-20 19:01:20,57156
2026-08-20 19:01:40,57250
2026-08-20 19:02:00,57225
2026-08-20 19:02:20,57282
2026-08-20 19:02:40,57229
2026-08-20 19:03:00,57175
2026-08-20 19:03:20,57301
2026-08-20 19:03:40,57295
2026-08-20 19:04:00,57314
2026-08-20 19:04:20,57369
2026-08-20 19:04:40,57454
2026-08-20 19:05:00,57360
2026-08-20 19:05:20,57264
2026-08-20 19:05:40,57217
2026-08-20 19:06:00,57182
2026-08-20 19:06:20,58637
2026-08-20 19:06:40,60409
2026-08-20 19:07:00,62611
2026-08-20 19:07:20,68367
2026-08-20 19:07:40,71965
2026-08-20 19:08:00,75110
2026-08-20 19:08:20,79163
2026-08-20 19:08:40,80296
2026-08-20 19:09:00,81136
2026-08-20 19:09:20,81341
2026-08-20 19:09:40,81185
2026-08-20 19:10:00,81127
2026-08-20 19:10:20,81105
2026-08-20 19:10:40,81077
2026-08-20 19:11:00,81071
2026-08-20 19:11:20,81081
2026-08-20 19:11:40,81194
2026-08-20 19:12:00,81220
2026-08-20 19:12:20,81224
2026-08-20 19:12:40,81276
2026-08-20 19:13:00,81373
2026-08-20 19:13:20,81197
2026-08-20 19:13:40,81334
2026-08-20 19:14:00,81314
2026-08-20 19:14:20,81198
2026-08-20 19:14:40,81100
2026-08-20 19:15:00,81058
2026-08-20 19:15:20,80798
2026-08-20 19:15:40,80984
2026-08-20 19:16:00,80923
2026-08-20 19:16:20,81489
2026-08-20 19:16:40,82376
2026-08-20 19:17:00,83169
2026-08-20 19:17:20,85472
2026-08-20 19:17:40,86785
2026-08-20 19:18:00,87949
2026-08-20 19:18:20,89299
2026-08-20 19:18:40,89891
2026-08-20 19:19:00,89797
2026-08-20 19:19:20,89669
2026-08-20 19:19:40,89666
2026-08-20 19:20:00,89598
2026-08-20 19:20:20,89221
2026-08-20 19:20:40,89252
2026-08-20 19:21:00,89269
2026-08-20 19:21:20,89415
2026-08-20 19:21:40,89531
2026-08-20 19:22:00,89582
2026-08-20 19:22:20,89724
2026-08-20 19:22:40,89790
2026-08-20 19:23:00,89909
2026-08-20 19:23:20,89882
2026-08-20 19:23:40,89886
2026-08-20 19:24:00,89932
2026-08-20 19:24:20,89796
2026-08-20 19:24:40,89790
2026-08-20 19:25:00,89901
2026-08-20 19:25:20,89593
2026-08-20 19:25:40,89525
2026-08-20 19:26:00,89632
2026-08-20 19:26:20,89343
2026-08-20 19:26:40,87778
2026-08-20 19:27:00,85982
2026-08-20 19:27:20,83979
2026-08-20 19:27:40,81605
2026-08-20 19:28:00,78190
2026-08-20 19:28:20,72325
2026-08-20 19:28:40,70228
2026-08-20 19:29:00,67332
2026-08-20 19:29:20,63298
2026-08-20 19:29:40,62809
2026-08-20 19:30:00,62813
2026-08-20 19:30:20,62930
2026-08-20 19:30:40,62964
2026-08-20 19:31:00,62987
2026-08-20 19:31:20,63084
2026-08-20 19:31:40,63043
2026-08-20 19:32:00,63109
2026-08-20 19:32:20,63076
2026-08-20 19:32:40,63078
2026-08-20 19:33:00,63039
2026-08-20 19:33:20,63187
2026-08-20 19:33:40,63243
2026-08-20 19:34:00,63263
2026-08-20 19:34:20,63392
2026-08-20 19:34:40,63412
2026-08-20 19:35:00,63423
2026-08-20 19:35:20,63273
2026-08-20 19:35:40,63267
2026-08-20 19:36:00,63143
2026-08-20 19:36:20,63147
2026-08-20 19:36:40,63124
2026-08-20 19:37:00,63513
2026-08-20 19:37:20,66457
2026-08-20 19:37:40,68563
2026-08-20 19:38:00,71333
2026-08-20 19:38:20,78042
2026-08-20 19:38:40,81547
2026-08-20 19:39:00,83998
2026-08-20 19:39:20,87555
2026-08-20 19:39:40,88371
2026-08-20 19:40:00,88964
2026-08-20 19:40:20,89132
2026-08-20 19:40:40,89185
2026-08-20 19:41:00,89293
2026-08-20 19:41:20,89555
2026-08-20 19:41:40,89194
2026-08-20 19:42:00,89214
2026-08-20 19:42:20,89078
2026-08-20 19:42:40,88832
2026-08-20 19:43:00,88877
2026-08-20 19:43:20,89102
2026-08-20 19:43:40,89044
2026-08-20 19:44:00,89059
2026-08-20 19:44:20,89337
2026-08-20 19:44:40,89294
2026-08-20 19:45:00,89191
2026-08-20 19:45:20,89139
2026-08-20 19:45:40,88772
2026-08-20 19:46:00,88305
2026-08-20 19:46:20,88356
2026-08-20 19:46:40,88410
2026-08-20 19:47:00,88469
2026-08-20 19:47:20,90064
2026-08-20 19:47:40,90901
2026-08-20 19:48:00,91573
2026-08-20 19:48:20,93131
2026-08-20 19:48:40,93832
2026-08-20 19:49:00,94241
2026-08-20 19:49:20,94718
2026-08-20 19:49:40,94987
2026-08-20 19:50:00,95165
2026-08-20 19:50:20,95169
2026-08-20 19:50:40,95087
2026-08-20 19:51:00,95118
2026-08-20 19:51:20,95224
2026-08-20 19:51:40,95278
2026-08-20 19:52:00,95451
2026-08-20 19:52:20,95169
2026-08-20 19:52:40,95215
2026-08-20 19:53:00,95064
2026-08-20 19:53:20,94798
2026-08-20 19:53:40,94699
2026-08-20 19:54:00,94904
2026-08-20 19:54:20,95028
2026-08-20 19:54:40,95158
2026-08-20 19:55:00,95306
2026-08-20 19:55:20,95398
2026-08-20 19:55:40,95254
2026-08-20 19:56:00,95395
2026-08-20 19:56:20,95204
2026-08-20 19:56:40,95115
2026-08-20 19:57:00,95132
2026-08-20 19:57:20,92540
2026-08-20 19:57:40,89813
2026-08-20 19:58:00,87202
2026-08-20 19:58:20,78588
2026-08-20 19:58:40,72621
2026-08-20 19:59:00,66102
2026-08-20 19:59:20,57797
2026-08-20 19:59:40,53877
2026-08-20 20:00:00,50906
2026-08-20 20:00:20,48486
2026-08-20 20:00:40,48512
2026-08-20 20:01:00,48611
2026-08-20 20:01:20,48600
2026-08-20 20:01:40,48567
2026-08-20 20:02:00,48606
2026-08-20 20:02:20,48665
2026-08-20 20:02:40,49204
2026-08-20 20:03:00,48690
2026-08-20 20:03:20,48722
2026-08-20 20:03:40,48666
2026-08-20 20:04:00,48666
2026-08-20 20:04:20,48166
2026-08-20 20:04:40,48661
2026-08-20 20:05:00,48660
2026-08-20 20:05:20,48693
2026-08-20 20:05:40,48693
2026-08-20 20:06:00,48643
2026-08-20 20:06:20,48701
2026-08-20 20:06:40,48638
2026-08-20 20:07:00,48673
2026-08-20 20:07:20,48696
2026-08-20 20:07:40,48919
2026-08-20 20:08:00,49814
2026-08-20 20:08:20,53561
2026-08-20 20:08:40,56147
2026-08-20 20:09:00,59181
2026-08-20 20:09:20,66377
2026-08-20 20:09:40,69204
2026-08-20 20:10:00,71526
2026-08-20 20:10:20,74273
2026-08-20 20:10:40,75021
2026-08-20 20:11:00,75247
2026-08-20 20:11:20,75174
2026-08-20 20:11:40,75245
2026-08-20 20:12:00,75390
2026-08-20 20:12:20,75354
2026-08-20 20:12:40,75453
2026-08-20 20:13:00,75396
2026-08-20 20:13:20,75546
2026-08-20 20:13:40,75553
2026-08-20 20:14:00,75601
2026-08-20 20:14:20,75639
2026-08-20 20:14:40,75684
2026-08-20 20:15:00,75733
2026-08-20 20:15:20,75316
2026-08-20 20:15:40,75286
2026-08-20 20:16:00,75275
2026-08-20 20:16:20,75167
2026-08-20 20:16:40,75179
2026-08-20 20:17:00,75197
2026-08-20 20:17:20,75173
2026-08-20 20:17:40,75315
2026-08-20 20:18:00,75660
2026-08-20 20:18:20,76673
2026-08-20 20:18:40,77651
2026-08-20 20:19:00,78681
2026-08-20 20:19:20,80632
2026-08-20 20:19:40,81518
2026-08-20 20:20:00,82103
2026-08-20 20:20:20,82855
2026-08-20 20:20:40,82998
2026-08-20 20:21:00,83161
2026-08-20 20:21:20,83083
2026-08-20 20:21:40,83126
2026-08-20 20:22:00,83297
2026-08-20 20:22:20,83077
2026-08-20 20:22:40,83152
2026-08-20 20:23:00,83134
2026-08-20 20:23:20,83081
2026-08-20 20:23:40,82916
2026-08-20 20:24:00,82988
2026-08-20 20:24:20,82755
2026-08-20 20:24:40,82548
2026-08-20 20:25:00,82591
2026-08-20 20:25:20,82755
2026-08-20 20:25:40,82808
2026-08-20 20:26:00,82889
2026-08-20 20:26:20,83193
2026-08-20 20:26:40,83213
2026-08-20 20:27:00,83102
2026-08-20 20:27:20,83053
2026-08-20 20:27:40,83115
2026-08-20 20:28:00,83256
2026-08-20 20:28:20,83095
2026-08-20 20:28:40,83061
2026-08-20 20:29:00,83143
2026-08-20 20:29:20,82982
2026-08-20 20:29:40,82982
2026-08-20 20:30:00,83079
2026-08-20 20:30:20,83083
2026-08-20 20:30:40,83087
2026-08-20 20:31:00,83151
2026-08-20 20:31:20,82909
2026-08-20 20:31:40,82799
2026-08-20 20:32:00,82775
2026-08-20 20:32:20,82668
2026-08-20 20:32:40,82672
2026-08-20 20:33:00,82624
2026-08-20 20:33:20,82645
2026-08-20 20:33:40,82666
2026-08-20 20:34:00,82833
2026-08-20 20:34:20,82953
2026-08-20 20:34:40,82925
2026-08-20 20:35:00,82996
2026-08-20 20:35:20,83073
2026-08-20 20:35:40,83010
2026-08-20 20:36:00,82912
2026-08-20 20:36:20,83033
2026-08-20 20:36:40,82843
2026-08-20 20:37:00,82784
2026-08-20 20:37:20,82825
2026-08-20 20:37:40,82618
2026-08-20 20:38:00,82226
2026-08-20 20:38:20,82338
2026-08-20 20:38:40,82418
2026-08-20 20:39:00,82594
2026-08-20 20:39:20,82620
2026-08-20 20:39:40,82697
2026-08-20 20:40:00,82887
2026-08-20 20:40:20,82617
2026-08-20 20:40:40,82531
2026-08-20 20:41:00,82573
2026-08-20 20:41:20,82666
2026-08-20 20:41:40,82559
2026-08-20 20:42:00,82614
2026-08-20 20:42:20,82719
2026-08-20 20:42:40,82846
2026-08-20 20:43:00,82766
2026-08-20 20:43:20,82802
2026-08-20 20:43:40,82816
2026-08-20 20:44:00,82871
2026-08-20 20:44:20,82618
2026-08-20 20:44:40,82710
2026-08-20 20:45:00,82745
2026-08-20 20:45:20,82533
2026-08-20 20:45:40,82397
